Date,Time,Lat,Lon,Depth,Mag,Mt,Nst,Gap,Clo,RMS,Auth,Subsrc,DbId,JtId,Typ,Time UTC,Cluster,dt,Amplitude,FI
2009/03/17,15:25:27.1300,60.4833,-152.7687,3.43,-0.1,l,0,114.0,3.0,0.11,AV,hypomag,60286103,,le,2009/03/17 15:25:27.1300,,,,
2009/03/17,18:02:00.8000,60.4848,-152.7818,5.32,0.7,l,0,125.0,3.0,0.22,AV,hypomag,60286143,,le,2009/03/17 18:02:00.8000,144,1.34999267757,828.021407482,-0.703909109036
2009/03/17,18:08:41.2400,60.4662,-152.7735,1.96,0.2,l,0,186.0,1.0,0.12,AV,hypomag,60286148,,le,2009/03/17 18:08:41.2400,144,1.17999762297,4600.39456939,-0.164098918438
2009/03/17,21:16:35.7300,60.5083,-152.7723,1.29,0.4,l,0,169.0,2.0,0.09,AV,hypomag,60286188,,le,2009/03/17 21:16:35.7300,,,,
2009/03/17,22:08:19.3200,60.4953,-152.761,1.91,0.4,l,0,121.0,3.0,0.09,AV,hypomag,60286208,,le,2009/03/17 22:08:19.3200,144,1.03999637067,2306.64708221,-0.456211645862
2009/03/17,22:35:01.9600,60.5092,-152.7857,0.96,-0.2,l,0,186.0,3.0,0.14,AV,hypomag,60286218,,le,2009/03/17 22:35:01.9600,193,0.89999511838,611.737947236,-0.676418711742
2009/03/18,02:09:35.1800,60.4737,-152.7712,5.38,0.3,l,0,144.0,2.0,0.04,AV,hypomag,60286243,,le,2009/03/18 02:09:35.1800,,,,
2009/03/18,02:15:34.8300,60.488,-152.8095,8.73,0.9,l,0,135.0,2.0,0.06,AV,hypomag,60286253,,le,2009/03/18 02:15:34.8300,,,,
2009/03/18,03:07:42.4500,60.4903,-152.8092,2.52,-0.2,l,0,145.0,2.0,0.07,AV,hypomag,60286263,,le,2009/03/18 03:07:42.4500,454,1.16001181304,1099.58331094,-0.540228098519
2009/03/18,12:01:24.9500,60.4318,-152.7515,-0.59,-0.1,l,0,296.0,3.0,0.22,AV,hypomag,60286358,,le,2009/03/18 12:01:24.9500,,,,
2009/03/18,13:39:29.1500,60.4897,-152.7782,3.84,0.1,l,0,122.0,3.0,0.07,AV,hypomag,60286408,,le,2009/03/18 13:39:29.1500,144,1.35000273585,1994.21422977,-0.171556058029
2009/03/18,13:53:43.3600,60.48,-152.7743,1.07,-0.4,l,0,130.0,2.0,0.1,AV,hypomag,60286418,,le,2009/03/18 13:53:43.3600,419,0.859993323684,870.42521451,-0.365361481905
2009/03/18,17:47:37.1800,60.4922,-152.7328,7.09,0.5,l,0,166.0,2.0,0.09,AV,hypomag,60286533,,le,2009/03/18 17:47:37.1800,309,2.67000161111,689.655635473,-0.551648246745
2009/03/18,18:44:53.7200,60.4873,-152.7708,3.76,0.5,l,0,112.0,3.0,0.21,AV,hypomag,60286538,,le,2009/03/18 18:44:53.7200,expired,0.0800035893917,NaN,NaN
2009/03/18,19:56:55.0400,60.4928,-152.7833,3.76,0.0,l,0,135.0,3.0,0.12,AV,hypomag,60286558,,le,2009/03/18 19:56:55.0400,144,1.35000273585,2203.71889607,-0.294967245874
2009/03/18,21:41:19.5300,60.4828,-152.7688,0.01,-0.1,l,0,115.0,2.0,0.06,AV,hypomag,60286598,,le,2009/03/18 21:41:19.5300,444,1.07999816537,2527.62958476,-0.0744850761457
2009/03/19,02:14:23.6900,60.4873,-152.7713,1.19,0.0,l,0,112.0,3.0,0.12,AV,hypomag,60286713,,le,2009/03/19 02:14:23.6900,,,,
2009/03/19,02:14:52.6300,60.4852,-152.7547,0.75,-0.9,l,0,100.0,3.0,0.22,AV,hypomag,60286718,,le,2009/03/19 02:14:52.6300,,,,
2009/03/19,03:40:57.4100,60.4888,-152.7803,1.23,0.1,l,0,122.0,3.0,0.09,AV,hypomag,60286743,,le,2009/03/19 03:40:57.4100,380,1.18000768125,1301.28651752,-0.4357089364
2009/03/19,04:27:58.8300,60.4808,-152.8097,2.89,0.4,l,0,168.0,2.0,0.05,AV,hypomag,60286753,,le,2009/03/19 04:27:58.8300,479,2.25000791252,700.149054271,-0.687135516249
2009/03/19,05:14:38.8200,60.4643,-152.7745,2.81,-0.2,l,0,199.0,1.0,0.1,AV,hypomag,60286758,,le,2009/03/19 05:14:38.8200,144,1.41999833286,1021.95555552,-0.357428113619
2009/03/19,05:24:31.4900,60.4947,-152.7683,0.5,0.4,l,0,91.0,3.0,0.1,AV,hypomag,60286773,,le,2009/03/19 05:24:31.4900,479,2.16999426484,3980.06403716,-0.689393281937
2009/03/19,05:36:38.9300,60.5027,-152.7298,2.3,0.4,l,0,142.0,2.0,0.04,AV,hypomag,60286778,,le,2009/03/19 05:36:38.9300,,,,
2009/03/19,08:25:26.0000,60.498,-152.811,4.99,-0.6,l,0,178.0,2.0,0.08,AV,hypomag,60286798,,le,2009/03/19 08:25:26.0000,,,,
2009/03/19,08:54:14.7500,60.4868,-152.7767,-0.26,-0.1,l,0,115.0,3.0,0.1,AV,hypomag,60286803,,le,2009/03/19 08:54:14.7500,444,1.12999789417,3048.69950283,-0.0351313830779
2009/03/19,09:46:08.4900,60.4797,-152.7858,5.13,-0.1,l,0,146.0,3.0,0.09,AV,hypomag,60286823,,le,2009/03/19 09:46:08.4900,477,1.50998979807,1806.39136123,-0.458460205588
2009/03/19,09:50:09.6200,60.4653,-152.7775,3.62,0.4,l,0,196.0,1.0,0.11,AV,hypomag,60286828,,le,2009/03/19 09:50:09.6200,,,,
2009/03/19,09:51:28.1700,60.48,-152.8032,3.29,-0.3,l,0,164.0,2.0,0.17,AV,hypomag,60286838,,le,2009/03/19 09:51:28.1700,477,1.07999816537,719.613992082,-0.306399444739
2009/03/19,09:57:58.8300,60.4937,-152.773,2.61,0.3,l,0,129.0,4.0,0.09,AV,hypomag,60286863,,le,2009/03/19 09:57:58.8300,477,0.969990715384,1281.05364172,-0.359105108359
2009/03/19,14:41:16.3100,60.5557,-152.6907,7.02,0.6,l,0,100.0,4.0,0.08,AV,hypomag,60286893,,le,2009/03/19 14:41:16.3100,,,,
2009/03/19,15:04:40.6200,60.47,-152.6835,2.23,-0.9,l,0,273.0,2.0,0.11,AV,hypomag,60286898,,le,2009/03/19 15:04:40.6200,expired,3.40999960899,NaN,NaN
2009/03/19,15:04:58.3600,60.486,-152.7803,2.7,-0.1,l,0,120.0,3.0,0.2,AV,hypomag,60286903,,le,2009/03/19 15:04:58.3600,460,0.940006971359,1906.20992984,0.322314239108
2009/03/20,00:24:42.0800,60.4873,-152.7945,0.96,0.3,l,0,128.0,3.0,0.23,AV,hypomag,60287013,,le,2009/03/20 00:24:42.0800,,,,
2009/03/20,07:29:44.8000,60.4947,-152.7243,3.22,-0.3,l,0,126.0,2.0,0.2,AV,hypomag,60287063,,le,2009/03/20 07:29:44.8000,,,,
2009/03/20,07:43:41.1700,60.4867,-152.7783,-0.26,0.4,l,0,116.0,3.0,0.23,AV,hypomag,60287078,,le,2009/03/20 07:43:41.1700,481,1.07000023127,7271.69521281,-0.366920145849
2009/03/20,07:48:53.9300,60.4722,-152.7645,0.93,0.7,l,0,228.0,4.0,0.09,AV,hypomag,60287098,,le,2009/03/20 07:48:53.9300,,,,
2009/03/20,11:09:21.9900,60.4957,-152.7722,2.84,0.5,l,0,133.0,3.0,0.03,AV,hypomag,60287138,,le,2009/03/20 11:09:21.9900,482,1.61999724805,3036.53734647,-0.0668412564278
2009/03/20,11:10:43.0500,60.4827,-152.7662,1.94,0.8,l,0,198.0,4.0,0.04,AV,hypomag,60287143,,le,2009/03/20 11:10:43.0500,481,1.50999985635,2769.53559282,-0.204210400581
2009/03/20,12:20:02.6300,60.4823,-152.7827,1.95,0.3,l,0,134.0,3.0,0.14,AV,hypomag,60287153,,le,2009/03/20 12:20:02.6300,,,,
2009/03/20,13:21:06.0200,60.4777,-152.7688,2.89,0.4,l,0,128.0,2.0,0.18,AV,hypomag,60287183,,le,2009/03/20 13:21:06.0200,481,1.58000551164,8502.01342627,-0.366534025123
2009/03/20,14:04:39.9300,60.5097,-152.7682,-0.21,0.5,l,0,240.0,5.0,0.02,AV,hypomag,60287203,,le,2009/03/20 14:04:39.9300,481,1.41999833286,2912.81156819,-0.27767868662
2009/03/20,15:25:39.6500,60.4848,-152.7617,0.08,0.4,l,0,101.0,3.0,0.13,AV,hypomag,60287213,,le,2009/03/20 15:25:39.6500,481,1.25000327826,8164.29904983,-0.285965818787
2009/03/20,16:51:47.5100,60.4853,-152.7752,0.46,0.5,l,0,116.0,3.0,0.17,AV,hypomag,60287218,,le,2009/03/20 16:51:47.5100,481,1.26000121236,8777.37846502,-0.324216659515
2009/03/20,16:52:08.1600,60.4937,-152.7733,2.21,0.5,l,0,164.0,4.0,0.06,AV,hypomag,60287223,,le,2009/03/20 16:52:08.1600,482,1.62000730634,4422.73025887,-0.21655153928
2009/03/20,17:10:26.7800,60.4892,-152.773,0.51,0.9,l,0,105.0,3.0,0.09,AV,hypomag,60287233,,le,2009/03/20 17:10:26.7800,482,1.43000632524,9849.67383008,-0.0767625681128
2009/03/20,17:17:15.9300,60.4738,-152.688,3.74,-0.1,l,0,262.0,2.0,0.31,AV,hypomag,60287248,,le,2009/03/20 17:17:15.9300,,,,
2009/03/20,17:46:27.6300,60.4853,-152.7763,1.48,-0.3,l,0,117.0,3.0,0.18,AV,hypomag,60287258,,le,2009/03/20 17:46:27.6300,419,0.799995660782,845.628751542,-0.384049291412
2009/03/20,17:46:39.3800,60.4868,-152.7627,0.56,0.8,l,0,99.0,3.0,0.1,AV,hypomag,60287263,,le,2009/03/20 17:46:39.3800,481,1.23999528587,6652.62634564,-0.235666153158
2009/03/20,17:59:41.8000,60.4595,-152.78,3.13,0.3,l,0,234.0,1.0,0.05,AV,hypomag,60287268,,le,2009/03/20 17:59:41.8000,,,,
2009/03/20,19:42:17.5300,60.4947,-152.7702,0.52,0.4,l,0,91.0,3.0,0.07,AV,hypomag,60287318,,le,2009/03/20 19:42:17.5300,482,1.34000480175,3182.49842728,-0.0582691020574
2009/03/20,19:44:11.6700,60.4878,-152.7667,0.64,0.7,l,0,102.0,3.0,0.07,AV,hypomag,60287323,,le,2009/03/20 19:44:11.6700,481,1.34999267757,9329.33734316,-0.240087883115
2009/03/20,19:46:09.0300,60.4752,-152.7855,2.73,-0.2,l,0,162.0,2.0,0.1,AV,hypomag,60287328,,le,2009/03/20 19:46:09.0300,144,1.06000229716,1680.45390867,-0.467923324563
2009/03/20,20:02:49.4900,60.4833,-152.7658,0.34,0.9,l,0,110.0,2.0,0.05,AV,hypomag,60287333,,le,2009/03/20 20:02:49.4900,481,1.28999501467,4796.65556834,-0.229056969081
2009/03/20,20:23:13.9100,60.4692,-152.7408,0.43,0.4,l,0,177.0,1.0,0.35,AV,hypomag,60287343,,le,2009/03/20 20:23:13.9100,482,1.84998996556,7946.62104609,-0.129978504821
2009/03/20,20:27:29.8100,60.4895,-152.768,0.53,0.3,l,0,101.0,3.0,0.09,AV,hypomag,60287348,,le,2009/03/20 20:27:29.8100,481,1.30999088287,4232.95679413,-0.306535048601
2009/03/20,20:35:09.7200,60.4722,-152.7757,5.53,0.5,l,0,158.0,2.0,0.01,AV,hypomag,60287363,,le,2009/03/20 20:35:09.7200,,,,
2009/03/20,20:36:50.8700,60.4843,-152.7585,0.13,0.4,l,0,99.0,3.0,0.12,AV,hypomag,60287368,,le,2009/03/20 20:36:50.8700,481,-8.95998962224,101.457310317,-0.323411213855
2009/03/20,20:39:44.5500,60.4927,-152.7752,3.72,0.5,l,0,193.0,4.0,0.02,AV,hypomag,60287373,,le,2009/03/20 20:39:44.5500,482,1.70998871326,2038.84063982,-0.108229247481
2009/03/20,20:52:01.2600,60.4975,-152.7833,2.97,0.3,l,0,210.0,3.0,0.01,AV,hypomag,60287378,,le,2009/03/20 20:52:01.2600,482,1.66999697685,1838.55934534,-0.0672412605346
2009/03/20,21:00:45.1800,60.4845,-152.7638,0.61,1.0,l,0,105.0,3.0,0.06,AV,hypomag,60287383,,le,2009/03/20 21:00:45.1800,481,1.29999294877,10176.1451357,-0.305961422956
2009/03/20,21:11:42.2100,60.482,-152.7745,0.06,0.3,l,0,125.0,2.0,0.18,AV,hypomag,60287388,,le,2009/03/20 21:11:42.2100,482,1.33999474347,10331.2049624,-0.132420088361
2009/03/20,21:13:05.8000,60.4687,-152.802,4.25,1.0,l,0,207.0,3.0,0.18,AV,hypomag,60287398,,le,2009/03/20 21:13:05.8000,479,2.83999666572,2807.61665318,-0.694147030512
2009/03/20,21:45:52.5700,60.4647,-152.7702,0.64,0.1,l,0,190.0,1.0,0.16,AV,hypomag,60287403,,le,2009/03/20 21:45:52.5700,,,,
2009/03/20,21:45:55.2200,60.4848,-152.8153,-2.96,0.8,l,0,81.0,2.0,0.18,AV,hypomag,60287408,,le,2009/03/20 21:45:55.2200,,,,
2009/03/20,22:13:19.6100,60.4848,-152.7732,3.83,0.1,l,0,169.0,3.0,0.05,AV,hypomag,60287413,,le,2009/03/20 22:13:19.6100,481,-8.03000070155,372.663171998,-0.261365845799
2009/03/20,22:20:14.3000,60.4873,-152.7717,2.63,0.3,l,0,112.0,3.0,0.04,AV,hypomag,60287418,,le,2009/03/20 22:20:14.3000,482,1.56999751925,2472.58079258,-0.0499405880366
2009/03/20,22:32:48.8600,60.5072,-152.79,2.98,-0.5,l,0,185.0,3.0,0.2,AV,hypomag,60287423,,le,2009/03/20 22:32:48.8600,,,,
2009/03/20,22:39:30.3600,60.4898,-152.7598,2.86,0.6,l,0,109.0,3.0,0.04,AV,hypomag,60287428,,le,2009/03/20 22:39:30.3600,481,1.56999751925,7939.21397593,-0.282300906312
2009/03/20,22:42:14.4900,60.4907,-152.7825,4.83,0.5,l,0,129.0,3.0,0.08,AV,hypomag,60287433,,le,2009/03/20 22:42:14.4900,482,1.89000181854,3494.63612506,-0.0211916218201
2009/03/20,22:59:34.8700,60.4807,-152.783,-0.32,0.5,l,0,140.0,3.0,0.32,AV,hypomag,60287443,,le,2009/03/20 22:59:34.8700,482,1.78999230266,6422.82724901,-0.122139939462
2009/03/20,23:20:29.9200,60.4887,-152.7678,1.29,0.3,l,0,113.0,3.0,0.01,AV,hypomag,60287448,,le,2009/03/20 23:20:29.9200,481,1.44000425935,3889.08437751,-0.147707171958
2009/03/20,23:43:54.8400,60.4862,-152.7673,0.72,0.9,l,0,106.0,3.0,0.06,AV,hypomag,60287453,,le,2009/03/20 23:43:54.8400,481,1.38000659645,10718.4034984,-0.252095778316
2009/03/20,23:52:53.7200,60.4907,-152.7762,1.79,0.3,l,0,124.0,3.0,0.03,AV,hypomag,60287458,,le,2009/03/20 23:52:53.7200,482,1.48999392986,2397.6240252,-0.0121355846088
2009/03/21,00:09:20.4800,60.4792,-152.6815,2.15,-0.9,l,0,277.0,1.0,0.11,AV,hypomag,60287463,,le,2009/03/21 00:09:20.4800,expired,0.0900015234947,NaN,NaN
2009/03/21,00:09:34.7800,60.494,-152.7782,2.68,0.5,l,0,134.0,4.0,0.09,AV,hypomag,60287468,,le,2009/03/21 00:09:34.7800,482,1.48999392986,2419.15414053,-0.0286677420446
2009/03/21,00:19:32.2300,60.4858,-152.7695,4.68,0.0,l,0,109.0,3.0,0.09,AV,hypomag,60287473,,le,2009/03/21 00:19:32.2300,482,1.92999355495,1818.0920179,0.0247051340696
2009/03/21,00:24:39.6200,60.4872,-152.7688,1.37,0.4,l,0,184.0,4.0,0.03,AV,hypomag,60287478,,le,2009/03/21 00:24:39.6200,481,1.44000425935,3463.78600849,-0.22012768242
2009/03/21,00:42:16.9200,60.498,-152.7728,2.94,0.4,l,0,139.0,3.0,0.03,AV,hypomag,60287483,,le,2009/03/21 00:42:16.9200,482,1.63000524044,2148.12734363,-0.0145105159422
2009/03/21,00:44:31.0000,60.4865,-152.763,-2.98,0.4,l,0,105.0,3.0,0.12,AV,hypomag,60287488,,le,2009/03/21 00:44:31.0000,481,1.24000534415,6097.70264893,-0.191955708736
2009/03/21,00:47:06.5800,60.4947,-152.7705,-1.61,-0.1,l,0,92.0,4.0,0.12,AV,hypomag,60287493,,le,2009/03/21 00:47:06.5800,482,-3.1699988991,2205.93318104,0.033233491083
2009/03/21,00:47:12.3100,60.4942,-152.7748,-0.3,0.6,l,0,95.0,4.0,0.08,AV,hypomag,60287498,,le,2009/03/21 00:47:12.3100,482,-8.90000201762,2205.93318104,0.033233491083
2009/03/21,01:16:51.0300,60.4872,-152.7697,0.57,0.6,l,0,106.0,3.0,0.06,AV,hypomag,60287503,,le,2009/03/21 01:16:51.0300,482,1.42999626696,8325.55345898,-0.304415514072
2009/03/21,01:26:44.4000,60.4972,-152.7752,2.39,0.4,l,0,140.0,3.0,0.04,AV,hypomag,60287508,,le,2009/03/21 01:26:44.4000,482,1.57999545336,2476.71075803,0.0106377005577
2009/03/21,01:33:58.9900,60.4835,-152.7667,0.44,0.4,l,0,111.0,3.0,0.08,AV,hypomag,60287513,,le,2009/03/21 01:33:58.9900,481,1.31999887526,4013.21495566,-0.372389905012
2009/03/21,01:34:37.6000,60.4693,-152.7623,1.85,0.2,l,0,138.0,1.0,0.05,AV,hypomag,60287518,,le,2009/03/21 01:34:37.6000,483,1.14999376237,3246.69694347,-0.189301008094
2009/03/21,01:55:28.2700,60.4933,-152.7735,2.73,0.4,l,0,128.0,4.0,0.04,AV,hypomag,60287543,,le,2009/03/21 01:55:28.2700,482,1.56999751925,2353.02984129,-0.0665470676264
2009/03/21,01:59:18.8200,60.4823,-152.77,2.38,0.5,l,0,161.0,2.0,0.09,AV,hypomag,60287553,,le,2009/03/21 01:59:18.8200,481,1.67999491096,4957.28802701,-0.166878103759
2009/03/21,02:03:08.2300,60.4895,-152.771,-1.51,0.6,l,0,117.0,3.0,0.1,AV,hypomag,60287558,,le,2009/03/21 02:03:08.2300,481,1.21998935938,8053.73572108,-0.242048583297
2009/03/21,02:11:56.1600,60.4942,-152.7723,3.16,0.6,l,0,129.0,4.0,0.05,AV,hypomag,60287563,,le,2009/03/21 02:11:56.1600,482,1.64000317454,3166.39654318,-0.0482298126807
2009/03/21,02:26:51.8400,60.4878,-152.7625,2.01,0.4,l,0,107.0,3.0,0.04,AV,hypomag,60287568,,le,2009/03/21 02:26:51.8400,481,1.50998979807,3275.50804856,-0.23231453962
2009/03/21,02:55:12.0400,60.421,-152.7825,2.92,0.6,l,0,301.0,5.0,0.3,AV,hypomag,60287583,,le,2009/03/21 02:55:12.0400,482,2.40999497473,10056.7388526,-0.167496725917
2009/03/21,03:10:38.3800,60.4867,-152.76,3.09,0.7,l,0,103.0,3.0,0.04,AV,hypomag,60287588,,le,2009/03/21 03:10:38.3800,481,1.57999545336,5830.84489428,-0.219301682652
2009/03/21,03:23:38.6800,60.4813,-152.7665,2.03,0.6,l,0,115.0,2.0,0.27,AV,hypomag,60287608,,le,2009/03/21 03:23:38.6800,481,1.41998827457,9516.59831859,-0.332207210297
2009/03/21,03:27:31.8600,60.4863,-152.7738,3.43,0.7,l,0,113.0,3.0,0.01,AV,hypomag,60287613,,le,2009/03/21 03:27:31.8600,482,1.66999697685,2799.21715599,-0.0359401191868
2009/03/21,03:39:03.7100,60.4932,-152.7712,2.33,0.0,l,0,126.0,4.0,0.1,AV,hypomag,60287618,,le,2009/03/21 03:39:03.7100,481,1.48000605404,2281.36896252,-0.251085117784
2009/03/21,03:39:21.7700,60.4805,-152.7653,2.32,0.3,l,0,115.0,2.0,0.05,AV,hypomag,60287623,,le,2009/03/21 03:39:21.7700,483,1.14999376237,3130.69200741,-0.225953491753
2009/03/21,03:41:05.3900,60.4988,-152.7828,4.1,0.2,l,0,152.0,4.0,0.04,AV,hypomag,60287628,,le,2009/03/21 03:41:05.3900,482,1.80000029504,3998.87874346,-0.144468529771
2009/03/21,03:46:38.5900,60.4965,-152.7803,4.52,0.2,l,0,143.0,4.0,0.15,AV,hypomag,60287633,,le,2009/03/21 03:46:38.5900,481,1.82000622153,5469.13562952,-0.201925037626
2009/03/21,03:48:21.5900,60.4852,-152.7668,1.43,0.4,l,0,107.0,3.0,0.06,AV,hypomag,60287638,,le,2009/03/21 03:48:21.5900,481,1.46000012755,6869.09526748,-0.194763902032
2009/03/21,03:49:30.1400,60.4868,-152.7695,1.52,0.2,l,0,110.0,3.0,0.07,AV,hypomag,60287643,,le,2009/03/21 03:49:30.1400,482,1.51999779046,2385.94420662,-0.0618538307798
2009/03/21,04:07:52.9400,60.487,-152.7668,0.08,0.7,l,0,103.0,3.0,0.08,AV,hypomag,60287663,,le,2009/03/21 04:07:52.9400,481,-9.00000147521,99.2605741714,-0.347987259428
2009/03/21,04:16:15.9800,60.4948,-152.7738,-0.7,0.5,l,0,93.0,4.0,0.05,AV,hypomag,60287668,,le,2009/03/21 04:16:15.9800,482,-8.97999554873,570.300155515,-0.0811699926853
2009/03/21,04:18:17.4500,60.4863,-152.7645,0.81,0.7,l,0,102.0,3.0,0.09,AV,hypomag,60287673,,le,2009/03/21 04:18:17.4500,481,1.35000273585,7504.68823206,-0.228358608275
2009/03/21,04:23:40.6000,60.4878,-152.7698,0.33,0.4,l,0,105.0,3.0,0.04,AV,hypomag,60287678,,le,2009/03/21 04:23:40.6000,482,1.44000425935,10539.2386732,-0.12411110724
2009/03/21,04:34:35.4800,60.4965,-152.7725,1.2,0.5,l,0,135.0,3.0,0.09,AV,hypomag,60287693,,le,2009/03/21 04:34:35.4800,482,1.40000246465,3198.13037643,-0.00659858932098
2009/03/21,04:38:52.9800,60.4882,-152.7673,1.31,0.4,l,0,112.0,3.0,0.05,AV,hypomag,60287698,,le,2009/03/21 04:38:52.9800,481,1.49000398815,4703.41691471,-0.141247673924
2009/03/21,04:39:24.4900,60.4928,-152.7697,1.94,0.2,l,0,124.0,4.0,0.03,AV,hypomag,60287703,,le,2009/03/21 04:39:24.4900,482,1.46000012755,1901.95228875,0.0327300554466
2009/03/21,04:43:44.8200,60.4928,-152.7692,2.62,0.8,l,0,123.0,4.0,0.12,AV,hypomag,60287708,,le,2009/03/21 04:43:44.8200,481,1.50999985635,7442.2057123,-0.275773145178
2009/03/21,04:46:10.7100,60.4837,-152.7708,2.45,0.5,l,0,116.0,3.0,0.02,AV,hypomag,60287713,,le,2009/03/21 04:46:10.7100,482,1.55000165105,1695.34025882,-0.048768293614
2009/03/21,04:51:07.6000,60.4983,-152.7822,3.84,0.0,l,0,150.0,4.0,0.06,AV,hypomag,60287718,,le,2009/03/21 04:51:07.6000,481,3.94000075758,4045.80321428,-0.262585579287
2009/03/21,04:56:06.3400,60.487,-152.7723,3.0,0.4,l,0,113.0,3.0,0.03,AV,hypomag,60287728,,le,2009/03/21 04:56:06.3400,482,1.63000524044,1726.98535739,0.100519037039
2009/03/21,04:56:38.7000,60.4855,-152.7763,2.16,0.2,l,0,117.0,3.0,0.1,AV,hypomag,60287733,,le,2009/03/21 04:56:38.7000,482,1.49000398815,3107.85675971,-0.134235322475
2009/03/21,05:04:32.0900,60.4845,-152.7667,1.58,0.4,l,0,108.0,3.0,0.05,AV,hypomag,60287758,,le,2009/03/21 05:04:32.0900,481,1.50000192225,4470.00545781,-0.207311957821
2009/03/21,05:10:17.6600,60.4812,-152.7797,0.85,0.7,l,0,133.0,3.0,0.19,AV,hypomag,60287768,,le,2009/03/21 05:10:17.6600,482,-8.97999554873,830.414527782,-0.0552290777365
2009/03/21,05:36:52.7400,60.4823,-152.7673,0.07,0.5,l,0,115.0,2.0,0.07,AV,hypomag,60287783,,le,2009/03/21 05:36:52.7400,481,1.25000327826,6475.93725839,-0.229599512323
2009/03/21,05:39:43.9600,60.492,-152.7708,2.64,0.4,l,0,123.0,3.0,0.02,AV,hypomag,60287788,,le,2009/03/21 05:39:43.9600,482,1.58000551164,2702.43931635,0.0562532411067
2009/03/21,05:44:43.5700,60.4158,-152.76,4.07,0.3,l,0,307.0,9.0,0.17,AV,hypomag,60287793,,le,2009/03/21 05:44:43.5700,,,,
2009/03/21,05:45:36.8200,60.4788,-152.7675,0.55,0.6,l,0,123.0,2.0,0.09,AV,hypomag,60287798,,le,2009/03/21 05:45:36.8200,481,1.34000480175,10149.8395744,-0.333283277448
2009/03/21,05:46:03.0400,60.4545,-152.79,2.13,1.0,l,0,256.0,2.0,0.16,AV,hypomag,60287803,,le,2009/03/21 05:46:03.0400,482,1.73000469804,10983.8027655,-0.255709181229
2009/03/21,05:50:29.7000,60.471,-152.7633,0.58,-0.1,l,0,135.0,1.0,0.06,AV,hypomag,60287808,,le,2009/03/21 05:50:29.7000,483,1.00000463426,2562.1357834,-0.238180007677
2009/03/21,06:01:29.4900,60.4862,-152.7662,0.68,0.9,l,0,105.0,3.0,0.08,AV,hypomag,60287813,,le,2009/03/21 06:01:29.4900,481,1.36000066996,10802.7928933,-0.289067299529
2009/03/21,06:20:03.9200,60.4795,-152.7713,0.85,0.0,l,0,127.0,2.0,0.14,AV,hypomag,60287818,,le,2009/03/21 06:20:03.9200,482,-4.80000413954,1586.91871172,0.0240506827831
2009/03/21,06:38:35.5100,60.4858,-152.7665,0.23,0.9,l,0,106.0,3.0,0.09,AV,hypomag,60287833,,le,2009/03/21 06:38:35.5100,481,1.32999680936,10427.0011326,-0.27611191606
2009/03/21,06:41:24.1400,60.484,-152.77,-0.01,0.9,l,0,114.0,3.0,0.18,AV,hypomag,60287838,,le,2009/03/21 06:41:24.1400,482,1.31001099944,10492.6401879,-0.164684971174
2009/03/21,06:54:11.6500,60.5023,-152.7742,3.87,0.6,l,0,152.0,3.0,0.07,AV,hypomag,60287843,,le,2009/03/21 06:54:11.6500,482,2.15000845492,3579.00984045,-0.149037443101
2009/03/21,07:11:22.2600,60.4852,-152.7653,2.76,0.3,l,0,106.0,3.0,0.04,AV,hypomag,60287853,,le,2009/03/21 07:11:22.2600,481,1.57000757754,3977.13403554,-0.330425386437
2009/03/21,07:16:52.7100,60.4892,-152.7693,-0.01,-0.2,l,0,115.0,3.0,0.19,AV,hypomag,60287858,,le,2009/03/21 07:16:52.7100,481,1.12998783588,851.5048062,-0.192301828983
2009/03/21,07:17:04.0700,60.4878,-152.7688,1.36,0.7,l,0,112.0,3.0,0.06,AV,hypomag,60287863,,le,2009/03/21 07:17:04.0700,481,1.48999392986,8624.01365697,-0.291245495263
2009/03/21,07:20:19.2900,60.4838,-152.7658,1.62,0.2,l,0,109.0,3.0,0.07,AV,hypomag,60287868,,le,2009/03/21 07:20:19.2900,483,1.02000050247,2959.57907895,-0.27265041704
2009/03/21,07:25:15.1200,60.4823,-152.7692,-1.41,-0.1,l,0,117.0,2.0,0.07,AV,hypomag,60287873,,le,2009/03/21 07:25:15.1200,481,1.10999196768,3056.67771982,-0.10231114924
2009/03/21,07:25:35.9900,60.4675,-152.7808,1.27,0.9,l,0,189.0,2.0,0.08,AV,hypomag,60287878,,le,2009/03/21 07:25:35.9900,482,1.57000757754,9928.09538871,-0.231077492237
2009/03/21,07:27:26.1500,60.4875,-152.7667,2.79,0.5,l,0,110.0,3.0,0.02,AV,hypomag,60287883,,le,2009/03/21 07:27:26.1500,481,1.55999958515,3116.37674069,-0.172327023124
2009/03/21,07:33:28.5100,60.4877,-152.763,0.75,0.1,l,0,107.0,3.0,0.04,AV,hypomag,60287888,,le,2009/03/21 07:33:28.5100,481,1.35000273585,2024.30007799,-0.27102714967
2009/03/21,07:37:09.7600,60.4805,-152.7748,0.8,0.1,l,0,129.0,2.0,0.24,AV,hypomag,60287893,,le,2009/03/21 07:37:09.7600,481,-9.09000299871,222.945853306,-0.15809733669
2009/03/21,07:49:47.9200,60.487,-152.7655,0.57,0.7,l,0,102.0,3.0,0.07,AV,hypomag,60287898,,le,2009/03/21 07:49:47.9200,481,1.35000273585,8705.91599202,-0.216495225799
