MINS 37.6538 -119.0609 296.0
MDPB 37.6323 -119.0794 -140.0
MRD 37.5978 -119.0587 157.0
MCV 37.5900 -118.8291 42.0
OMMB 37.6131 -119.0005 268.0
MLC 37.6121 -118.9153 -29.0
MMP 37.6097 -119.0287 318.0
MCM 37.6092 -118.8734 -281.0
MDC 37.7097 -119.0418 -7.0
