"ID","Lon","Lat","Elev(ft)","Elev(m)"
446,-152.7438,60.5916,2336.64,712.21
447,-152.7438,60.5936,2532.92,772.03
448,-152.7438,60.5956,2882.15,878.48
449,-152.7438,60.5976,3306.22,1007.74
450,-152.7438,60.5996,3589.61,1094.11
451,-152.7438,60.6016,3495.60,1065.46
452,-152.7438,60.6036,3416.05,1041.21
453,-152.7438,60.6056,3669.78,1118.55
454,-152.7438,60.6076,3955.58,1205.66
455,-152.7438,60.6096,3989.57,1216.02
456,-152.7438,60.6116,4243.31,1293.36
457,-152.7438,60.6137,4397.27,1340.29
458,-152.7438,60.6157,4394.22,1339.36
459,-152.7438,60.6177,4652.27,1418.01
460,-152.7438,60.6197,4861.57,1481.81
461,-152.7438,60.6217,4927.67,1501.95
462,-152.7438,60.6237,4851.37,1478.70
463,-152.7438,60.6257,4686.04,1428.30
464,-152.7438,60.6277,4556.82,1388.92
465,-152.7438,60.6297,4473.17,1363.42
466,-152.7438,60.6317,4412.21,1344.84
467,-152.7438,60.6337,4414.13,1345.43
468,-152.7438,60.6357,4490.90,1368.83
469,-152.7438,60.6378,4579.13,1395.72
470,-152.7438,60.6398,4560.16,1389.94
471,-152.7438,60.6418,4589.78,1398.96
472,-152.7438,60.6438,4595.23,1400.63
473,-152.7438,60.6458,4666.72,1422.42
474,-152.7438,60.6478,4682.86,1427.34
475,-152.7438,60.6498,4739.78,1444.68
476,-152.7438,60.6518,4747.84,1447.14
477,-152.7438,60.6538,4899.48,1493.36
478,-152.7438,60.6558,5044.88,1537.68
479,-152.7438,60.6578,5561.55,1695.16
480,-152.7438,60.6598,5760.87,1755.91
481,-152.7438,60.6618,5458.41,1663.72
482,-152.7438,60.6639,5222.80,1591.91
483,-152.7438,60.6659,5138.19,1566.12
484,-152.7438,60.6679,5133.12,1564.57
485,-152.7438,60.6699,5130.01,1563.63
486,-152.7438,60.6719,4984.45,1519.26
487,-152.7438,60.6739,4829.72,1472.10
488,-152.7438,60.6759,4521.39,1378.12
489,-152.7438,60.6779,4295.50,1309.27
490,-152.7438,60.6799,3936.01,1199.70
491,-152.7438,60.6819,3852.02,1174.10
492,-152.7438,60.6839,3847.51,1172.72
493,-152.7438,60.6859,3850.12,1173.52
494,-152.7438,60.6880,3861.90,1177.11
495,-152.7438,60.6900,3866.81,1178.60
496,-152.7438,60.6920,3866.24,1178.43
497,-152.7438,60.6940,3865.76,1178.28
498,-152.7438,60.6960,3829.08,1167.10
499,-152.7438,60.6980,3805.93,1160.05
500,-152.7438,60.7000,3876.18,1181.46
