RED 60.4196 -152.7742 -1929.0
RD02 60.5208 -152.7373 -1599.0
RDN 60.5224 -152.7401 -1600.0
RDW 60.5208 -152.7376 -1599.0
RDJH 60.5905 -152.8058 -1586.0
RD03 60.4705 -152.8203 -1393.0
RDT 60.5726 -152.4075 -2070.0
RD01 60.4885 -152.7033 -1169.0
RDWB 60.4875 -152.8425 -1454.0
RDDR 60.5843 -152.5887 -2095.0
NCT 60.5621 -152.9293 -1864.0
RDE 60.5869 -152.5925 -2429.0
REF 60.4888 -152.6940 -1359.0
RSO 60.4616 -152.7560 -1079.0
