RDWB 60.4875 -152.8425 1546.0
RD02 60.5208 -152.7373 1401.0
RDJH 60.5905 -152.8058 1414.0
RDDR 60.5843 -152.5887 905.0
RDW 60.5208 -152.7376 1401.0
NCT 60.5621 -152.9293 1136.0
RDE 60.5869 -152.5925 571.0
DFR 60.5913 -152.6882 1090.0
RED 60.4196 -152.7742 1071.0
RSO 60.4616 -152.7560 1921.0
REF 60.4888 -152.6940 1641.0
RDT 60.5726 -152.4075 930.0
RD03 60.4705 -152.8203 1607.0
RD01 60.4885 -152.7033 1831.0
RDN 60.5224 -152.7401 1400.0
