AU11 59.3596 -153.4803 -2766.0
AU14 59.3711 -153.3969 -2697.0
AUSE 59.3407 -153.3997 -2848.0
AUR 59.3621 -153.4335 -1775.0
AU15 59.3507 -153.4856 -2832.0
AUS 59.3593 -153.4329 -1774.0
AUP 59.3627 -153.4226 -1967.0
AUH 59.3632 -153.4454 -2110.0
AUI 59.3345 -153.4299 -2707.0
AUE 59.3711 -153.3773 -2832.0
AUL 59.3816 -153.4379 -2640.0
AUW 59.3694 -153.4730 -2724.0
AU13 59.3464 -153.4341 -2482.0
